wl(um),n
0.142007,0.521538385151
0.142334,0.523776289165
0.142663,0.525965960527
0.142991,0.528104719557
0.143321,0.530191223925
0.143651,0.532225581915
0.143983,0.534209546814
0.144314,0.536146316185
0.144647,0.538040821012
0.144981,0.539899753664
0.145315,0.541731143258
0.14565,0.543544497794
0.145986,0.545350092127
0.146322,0.547159352977
0.146659,0.548984100408
0.146997,0.550836435683
0.147336,0.552728221704
0.147676,0.554671003537
0.148016,0.556675489296
0.148358,0.558751458235
0.1487,0.560907419575
0.149042,0.563150675246
0.149386,0.565486387273
0.14973,0.567915706016
0.150076,0.570439552531
0.150421,0.573058194959
0.150768,0.575770069517
0.151116,0.578572068404
0.151464,0.581459422297
0.151813,0.584426020224
0.152163,0.587464211666
0.152514,0.590565205033
0.152866,0.593718797037
0.153218,0.596913939874
0.153571,0.600138398731
0.153925,0.603379174749
0.15428,0.606622517642
0.154636,0.609854243234
0.154992,0.613059572212
0.15535,0.616223641605
0.155708,0.619331499323
0.156067,0.622368510357
0.156426,0.62532046995
0.156787,0.628173879724
0.157148,0.630916254238
0.157511,0.633536560963
0.157874,0.636025031259
0.158238,0.638374057808
0.158602,0.640577830366
0.158968,0.642632888489
0.159335,0.644538165335
0.159702,0.646295004487
0.16007,0.647907333364
0.160439,0.649381348066
0.160809,0.650725851628
0.16118,0.651951609608
0.161551,0.653071383975
0.161923,0.654099469753
0.162297,0.655051652788
0.162671,0.655944380649
0.163046,0.656794731779
0.163422,0.657619923268
0.163798,0.658436859581
0.164176,0.659261743042
0.164555,0.660110073941
0.164934,0.660995787881
0.165314,0.661931562416
0.165695,0.662928466492
0.166077,0.663995764092
0.16646,0.665140939406
0.166844,0.666369902918
0.167228,0.66768678692
0.167614,0.669094236306
0.168,0.670593742058
0.168388,0.672185377413
0.168776,0.673868574268
0.169165,0.675642054084
0.169555,0.677504225399
0.169946,0.679453186228
0.170337,0.681487219643
0.17073,0.683604763498
0.171124,0.685804591001
0.171518,0.688085820913
0.171913,0.690447970019
0.17231,0.692890936156
0.172707,0.695414850783
0.173105,0.698019882765
0.173504,0.70070611788
0.173904,0.703473479344
0.174305,0.706321385879
0.174707,0.709248597624
0.17511,0.712253339414
0.175513,0.715332810951
0.175918,0.718483534916
0.176323,0.721701280533
0.17673,0.724980898701
